Text,Polarity ,
তাদেরকে বাংলাদেশে জায়গা দেওয়া উচিত এটা বাংলাদেশের করতব,Positive,
সুন্দর এই অভিজ্ঞতা আমাদের জানানোর জন্য আন্তরিকভাবে ধন্যবাদ জানাচ্ছি,Positive,
আশা করি এই মৌসুমেই চ্যাম্পিয়্যানস্ লীগে গোলের শতক হবে,Positive,
সম্ভবত লাগ তে পা রে,Positive,
ভাইয়েরা আজকে সাকিব ভাল খেলছে কিন্তূ,Positive,
বাপ মেয়েকে খুবই সুন্দর লাগছে,Positive,
সাবাশ গুরু তোমরাই সেরা মাত্র,Positive,
মাশাআল্লাহ অপরাধী তো খুব খুশি ফুলের মালায় বরন করেন,Positive,
কথাটা ভাল লাগছে ফারজানা ববি,Positive,
আগের ম্যাচটা তো জিতেই যাচ্ছিলাম তাহলে কত ভাল হত তবুও যা করেছ আমরা খুশি,Positive,
ইসলাম ধর্ম গ্রহন করলেন মেসি ইসলাম ধর্ম গ্রহণ করলেন মে,Positive,
যদি আপনি ব্যবহার করেন তাহলে আপনার জন্য একটি বাম্পার সুযোগ ইনকাম করার এখন এর এমন একটি,Positive,
সুজন পাঠান মালায়েশিয়া থেকে আপনাদের সাথে আছি,Positive,
আল্লাহ তাকে শাহাদাত নসিব করেছেন আমাদেরকেও শহীদি মৃত্যু দান করুন,Positive,
আমার সিলেটের অহংকার বাউল করিমের গান,Positive,
মাশরাফি একজন যোগ্য নেতা সে আসলেই প্রশংসার যোগ্য,Positive,
সবাই কে সম্মান দিয়ে কথা বলা উচিৎ,Positive,
ভালে তে তিন দিনে ভারত,Positive,
রিকসা ওয়ালা বাবাকে সেলট এরকম একটা প্রতিভা আমাদেরকে উপহার দেওয়ার জন্নে,Positive,
মাননীয় শিককা মনএী কে হাজার ছালাম,Positive,
বাংলাদেশ হলে হাসিনা একবার হ্যাঁ বললে সেটা করেই ছাড়তো রামপাল তার বড় উদাহরন,Positive,
কারন তাদের জনসংখ্যা পাকিস্তানের চেয়ে অনেক গুণ বেশি,Positive,
ভালোবাসি বাংলাদেশ ভালোবাসি বাংলাদেশ ক্রিকেট টিমকে,Positive,
ধন্যবাদ তামিম ও সাববির কে সুন্দর খেলা উপহার দেবার জন্য সাবাশ বাংলাদেশ,Positive,
